taxon_id	Domain	Status	Study	Genome_Name	Sequencing_Center	IMG_ID	Phylum	Class	Order	Family	Genus	Species	taxid	Strain	Genome_Size	Gene_Count	score2
t647000238	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Enterococcus faecium PC4.1	J. Craig Venter Institute (JCVI)	647000238	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	791161	PC4.1	2811160	2739	NA
t648276707	Bacteria	Permanent Draft	Sequencing of five diverse xylan degraders	Paenibacillus curdlanolyticus YK9	DOE Joint Genome Institute (JGI)	648276707	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus curdlanolyticus	717606	YK9	5452778	4957	NA
t2503982039	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Bacteroides coprosuis PC 139, DSM 18011	DOE Joint Genome Institute (JGI)	2503982039	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprosuis	679937	PC 139, DSM 18011	2991798	2539	NA
t643886130	Bacteria	Permanent Draft	Bacillus subtilis NCIB 3610	Bacillus subtilis NCIB 3610	Baylor College of Medicine	643886130	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	535026	NCIB 3610	4292784	4539	NA
t637000177	Bacteria	Finished	Mycoplasma hyopneumoniae 168-L	Mycoplasma hyopneumoniae 232	Iowa State University, University of Washington	637000177	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae	295358	232	892758	728	NA
t637000101	Bacteria	Finished	Enterococcus faecalis V583	Enterococcus faecalis V583	J. Craig Venter Institute (JCVI)	637000101	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	226185	V583	3359974	3390	NA
t645058788	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides fragilis 3_1_12	Broad Institute	645058788	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	457424	3_1_12	5486240	4842	NA
t645058806	Bacteria	Permanent Draft	Vibrio cholerae RC9	Vibrio cholerae RC9	Los Alamos National Laboratory	645058806	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	593589	RC9	4211011	3928	NA
t642791634	Bacteria	Permanent Draft	Candidate division TM7 GTL1	Candidate division TM7 GTL1	J. Craig Venter Institute (JCVI)	642791634	Candidatus Saccharibacteria	unclassified	unclassified	unclassified	unclassified	candidate division TM7 genomosp. GTL1	443342		679415	693	NA
t648276664	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 69-1	Washington University in St. Louis	648276664	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	749531	MS 69-1	5207549	5595	NA
t2512047053	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Alistipes sp. HGB5	J. Craig Venter Institute (JCVI)	2512047053	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5	908612	HGB5	3464615	3008	NA
t2508501114	Bacteria	Permanent Draft	Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity	Microvirga lotononidis WSM3557	DOE Joint Genome Institute (JGI)	2508501114	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga lotononidis	864069	WSM3557	7082538	7040	NA
t641522626	Bacteria	Finished	DOEM_782017	Exiguobacterium sibiricum 255-15	DOE Joint Genome Institute (JGI)	641522626	Firmicutes	Bacilli	Bacillales	unclassified	Exiguobacterium	Exiguobacterium sibiricum	262543	255-15	3040786	3151	NA
t637000211	Bacteria	Finished	Prochlorococcus sp. MIT9313	Prochlorococcus marinus MIT9313	DOE Joint Genome Institute (JGI)	637000211	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	74547	MIT9313	2410873	2334	NA
t646206256	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Citrobacter sp. 30_2	Broad Institute	646206256	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 30_2	469595	30_2	5125150	4804	NA
t648231717	Bacteria	Finished	Staphylococcus aureus aureus JKD6159	Staphylococcus aureus aureus JKD6159	University of Melbourne	648231717	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	869816	JKD6159	2832165	2648	NA
t649989982	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Peptoniphilus harei ACS-146-V-Sch2b	J. Craig Venter Institute (JCVI)	649989982	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	908338	ACS-146-V-Sch2b	1836030	1765	NA
t639633055	Bacteria	Finished	Rhizobium leguminosarum bv. viciae 3841	Rhizobium leguminosarum bv. viciae 3841	Wellcome Trust Sanger Institute	639633055	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	216596	3841	7751309	7357	NA
t643886201	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Rhodococcus erythropolis SK121	J. Craig Venter Institute (JCVI)	643886201	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	596309	SK121	6785398	6767	NA
t646311914	Bacteria	Finished	Clostridium difficile CD196	Clostridioides difficile CD196	Wellcome Trust Sanger Institute	646311914	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	645462	CD196	4110554	3565	NA
t648276663	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 45-1	Washington University in St. Louis	648276663	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	749528	MS 45-1	4994869	5351	NA
t645058750	Bacteria	Permanent Draft	Neisseria gonorrhoeae Genome sequencing Project	Neisseria gonorrhoeae PID18	Broad Institute	645058750	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	528356	PID18	2083259	2252	NA
t638341239	Bacteria	Permanent Draft	Yersinia frederiksenii ATCC 33641	Yersinia frederiksenii ATCC 33641	Naval Medical Research Center	638341239	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia frederiksenii	349966	ATCC 33641	4845578	4217	NA
t647000316	Bacteria	Permanent Draft	Comparative analysis of Staphylococcus aureus	Staphylococcus aureus A8796	Broad Institute	647000316	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	553577	A8796	2968236	3068	NA
t642979303	Bacteria	Permanent Draft	Nitrogen-fixing symbiotic bacteria	Rhizobium etli 8C-3	National Autonomous University of Mexico	642979303	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	538025	8C-3	3469500	5131	NA
t2503508007	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Pseudothermotoga thermarum DSM 5069	DOE Joint Genome Institute (JGI)	2503508007	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga thermarum	688269	LA3, DSM 5069	2039943	2066	NA
t2511231138	Bacteria	Finished	Analysis of Chlamydia trachomatis strains,Oregon State Univ	Chlamydia trachomatis A2497	National Institute of Allergy and Infectious Diseases	2511231138	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	580047	A2497	1051806	1032	NA
t637000271	Bacteria	Finished	Sphingopyxis alaskensis	Sphingopyxis alaskensis RB2256	DOE Joint Genome Institute (JGI)	637000271	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	317655	RB2256	3373713	3265	NA
t647533202	Bacteria	Permanent Draft	Rhodobacterales sp. HTCC2083	Rhodobacterales sp. HTCC2083	J. Craig Venter Institute (JCVI)	647533202	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	Rhodobacteraceae bacterium HTCC2083	314270	HTCC2083	4018415	4226	NA
t647533133	Bacteria	Permanent Draft	Enterococcus faecalis D6	Enterococcus faecalis D6	Broad Institute	647533133	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	565650	D6, (73-30318-4)	2906246	2806	NA
t637000074	Bacteria	Finished	Chromobacterium violaceum ATCC 12472	Chromobacterium violaceum ATCC 12472	Brazilian Genome	637000074	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	243365	ATCC 12472	4751080	4550	NA
t639279303	Bacteria	Finished	Bacillus licheniformis DSM 13 Goettingen	Bacillus licheniformis DSM 13 Goettingen	University of Gottingen	639279303	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	279010	DSM 13 Goettingen	4222645	4356	NA
t639633026	Bacteria	Finished	Halorhodospira halophila	Halorhodospira halophila SL1	DOE Joint Genome Institute (JGI)	639633026	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	349124	SL1	2678452	2470	NA
t650377953	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Hydrogenobacter thermophilus TK-6, DSM 6534	DOE Joint Genome Institute (JGI)	650377953	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus	608538	TK-6	1742932	1948	NA
t2503538017	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermanaeromonas toyohensis ToBE, DSM 14490	DOE Joint Genome Institute (JGI)	2503538017	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermanaeromonas	Thermanaeromonas toyohensis	698762	ToBE, DSM 14490	3334024	3396	NA
t651053069	Bacteria	Finished	Staphylococcus aureus aureus T0131	Staphylococcus aureus aureus T0131	Public Health Agency of Canada	651053069	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	1006543	T0131	2913900	2783	NA
t640427140	Bacteria	Finished	Marine Actinomycetes	Salinispora tropica CNB-440	DOE Joint Genome Institute (JGI)	640427140	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica	369723	CNB-440	5183331	4664	NA
t646564578	Bacteria	Finished	Extremophiles	Thermincola potens JR	DOE Joint Genome Institute (JGI)	646564578	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	Thermincola potens	635013	JR	3157416	3081	NA
t650377905	Bacteria	Finished	DD_Kyrpides	Pseudarthrobacter phenanthrenivorans Sphe3	DOE Joint Genome Institute (JGI)	650377905	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans	930171	Sphe3	4535320	4273	NA
t638341202	Bacteria	Permanent Draft	Streptococcus agalactiae 18RS21, ATCC BAA-1175	Streptococcus agalactiae 18RS21, ATCC BAA-1175	J. Craig Venter Institute (JCVI)	638341202	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	342613	18RS21, ATCC BAA-1175	2193092	2685	NA
t643692016	Bacteria	Finished	WFO Proposals	Clostridium botulinum BoNT/A2 Kyoto-F	DOE Joint Genome Institute (JGI), Los Alamos National Laboratory	643692016	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	536232	BoNT/A2 Kyoto-F	4155278	3978	NA
t2511231218	Bacteria	Finished	Salmonella enterica enterica sv. Enteritidis CDC_2010K_2443	Salmonella enterica enterica sv. Gallinarum RKS5078	Harbin Medical University	2511231218	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	1081093	RKS5078	4637962	4682	NA
t649633089	Bacteria	Finished	Rhodococcus equi 103S	Rhodococcus equi 103S	Wellcome Trust Sanger Institute	649633089	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii	685727	103S	5043170	4570	NA
t641522618	Bacteria	Finished	WFO Proposals	Clostridium botulinum B Eklund 17B	DOE Joint Genome Institute (JGI), Los Alamos National Laboratory	641522618	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	935198	B Eklund 17B	3847969	3639	NA
t2511231079	Bacteria	Finished	Paenibacillus terrae HPL-003	Paenibacillus terrae HPL-003	Macrogen	2511231079	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus terrae	985665	HPL-003	6083395	5642	NA
t638341213	Bacteria	Permanent Draft	Synechococcus sp. RS9917	Synechococcus sp. RS9917	J. Craig Venter Institute (JCVI)	638341213	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9917	221360	RS9917	2579542	2822	NA
t651053063	Bacteria	Finished	Riemerella anatipestifer RA-GD	Riemerella anatipestifer RA-GD	Beijing Genomics Institute (BGI)	651053063	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	Riemerella anatipestifer	992406	RA-GD	2166384	2036	NA
t641736221	Bacteria	Permanent Draft	Enterohemorrhagic isolate E. coli - JCVI	Escherichia coli O157:H7 EC4113	J. Craig Venter Institute (JCVI)	641736221	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	444452	EC4113	5655847	6347	NA
t645058712	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus gasseri 202-4	J. Craig Venter Institute (JCVI)	645058712	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	630527	202-4	1820250	1818	NA
t646564591	Bacteria	Finished	Zunongwangia profunda SM-A87	Zunongwangia profunda SM-A87	Beijing Genomics Institute (BGI)	646564591	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda	655815	SM-A87	5128187	4709	NA
t648276611	Bacteria	Permanent Draft	Actinobacillus pleuropneumoniae  project- Huazhong Agricultural University	Actinobacillus pleuropneumoniae sv. 2 S1536	Chinese National Human Genome Center at Shanghai	648276611	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	871925	S1536	2218721	2168	NA
t651324039	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Haemophilus parainfluenzae ATCC 33392	Baylor College of Medicine	651324039	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	888828	ATCC 33392	2110314	2067	NA
t643886166	Bacteria	Permanent Draft	Bacillus cereus sequencing, Naval Medical Research center	Bacillus cereus mm1550	Naval Medical Research Center	643886166	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	526969	mm1550	5234093	5325	NA
t637000240	Bacteria	Finished	Rhodopseudomonas palustris, 4 strains	Rhodopseudomonas palustris HaA2	DOE Joint Genome Institute (JGI)	637000240	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	316058	HaA2	5331656	4788	NA
t647000264	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus crispatus 214-1	J. Craig Venter Institute (JCVI)	647000264	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	679188	214-1	2068805	2220	NA
t638341119	Bacteria	Permanent Draft	Loktanella vestfoldensis SKA53	Loktanella vestfoldensis SKA53	J. Craig Venter Institute (JCVI)	638341119	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella vestfoldensis	314232	SKA53	3063691	3117	NA
t648276629	Bacteria	Finished	Chlamydia trachomatis L2tet1	Chlamydia trachomatis L2tet1	Oregon State University	648276629	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	658599	L2tet1	1076624	1004	NA
t644736408	Bacteria	Finished	Streptococcus suis P1/7	Streptococcus suis sv. ST1 P1/7	Wellcome Trust Sanger Institute	644736408	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	218494	P1/7	2007491	1905	NA
t649633068	Bacteria	Finished	Methylovorus sp. MP688	Methylovorus sp. MP688	Beijing Genomics Institute (BGI)	649633068	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Methylovorus sp. MP688	887061	MP688	2862391	2765	NA
t640753003	Bacteria	Finished	Multiple Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	DOE Joint Genome Institute (JGI)	640753003	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589	Fw109-5	5277990	4549	NA
t640069309	Bacteria	Finished	Clostridium thermocellum ATCC 27405	Ruminiclostridium thermocellum ATCC 27405	DOE Joint Genome Institute (JGI)	640069309	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	203119	ATCC 27405	3843301	3335	NA
t641736127	Bacteria	Permanent Draft	Sequencing Burkholderia strains - Naval Medical Research Center	Burkholderia thailandensis MSMB43	Naval Medical Research Center	641736127	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	441157	MSMB43	6956166	7481	NA
t642979357	Bacteria	Permanent Draft	DOEM_782004	Arthrospira maxima CS-328	DOE Joint Genome Institute (JGI)	642979357	Cyanobacteria	unclassified	Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira maxima	513049	CS-328	6003314	5730	NA
t641228474	Bacteria	Finished	Acaryochloris marina MBIC11017	Acaryochloris marina MBIC11017	Washington University in St. Louis	641228474	Cyanobacteria	unclassified	Synechococcales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina	329726	MBIC11017	8361599	8488	NA
t651053060	Bacteria	Finished	Pseudomonas stutzeri CMT.A.9, DSM 4166	Pseudomonas stutzeri CMT.A.9, DSM 4166	Chinese Academy of Agricultural Sciences	651053060	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	996285	CMT.A.9, DSM 4166	4689946	4374	NA
t643348541	Bacteria	Finished	CSP_788792, Biogeochemically important bacteria	Acidovorax ebreus TPSY	DOE Joint Genome Institute (JGI)	643348541	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus	535289	TPSY	3796573	3606	NA
t651053018	Bacteria	Finished	Clostridium botulinum H04402 065	Clostridium botulinum H04402 065	The Genome Analysis Centre	651053018	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	941968	H04402 065	3919740	3812	NA
t645058823	Bacteria	Permanent Draft	Streptomyces albus J1074	Streptomyces albus J1074	Broad Institute	645058823	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus	457425	J1074	6619469	6114	NA
t647000244	Bacteria	Permanent Draft	Enterococcus faecium E1162	Enterococcus faecium E1162	University Medical Center Utrecht	647000244	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	535206	E1162	2711396	2754	NA
t2511231103	Bacteria	Finished	Borrelia burgdorferi DN127	Borreliella bissettii DN127	University of Maryland School of Medicine	2511231103	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella bissettii	521010	DN127	1403443	1519	NA
t644736357	Bacteria	Finished	Edwardsiella ictaluri 93-146	Edwardsiella ictaluri 93-146	University of Oklahoma, Mississippi State University	644736357	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella ictaluri	634503	93-146	3812315	3902	NA
